Year,Name,Performance,Seed,Snake,ESPN BPI,ESPN PVA,AP PRE,AP POST,COACH PRE,COACH POST,Win Pct,PTS,PPG,OPP PTS,OPP PPG,SCR MAR,FGM,FGA,FG%,OPP FG,OPP FGA,OPP FG%,3FG,3PG,3FGA,3FG%,Opp 3FGA,Opp 3FG,Opp 3FG%,FT,FTA,FT%,REB,RPG,OPP REB,OPP RPG,REB MAR,AST,APG,TO,TOPG,AST/TO Ratio,Opp TO,TO Diff,BLKS,BKPG,ST,STPG,Fouls,PFPG,DQ
2015,Oklahoma,4,3,11,83.1,12.6,426,740,237,336,68.8,2302,71.9,2008,62.8,9.2,818,1874,43.6,727,1888,38.5,216,6.8,629,34.34022258,637,197,30.9,450,612,73.5,1219,38.1,1184,37,1.1,400,12.5,388,12.1,1.03,443,1.7,161,5,221,6.9,525,16.4,3
2015,Oklahoma St.,2,9,34,71.8,7.4,0,0,0,0,58.1,2087,67.3,1932,62.3,5,706,1607,43.9,646,1620,39.9,216,7,618,34.95145631,519,176,33.9,459,632,72.6,1008,32.5,1071,34.5,-2,355,11.5,380,12.3,0.93,426,1.5,156,5,245,7.9,597,19.3,10
2015,Oregon,3,8,30,73.3,8,0,0,0,66,73.5,2569,75.6,2405,70.7,4.8,937,2031,46.1,853,2025,42.1,248,7.3,688,36.04651163,652,215,33,447,587,76.1,1236,36.4,1189,35,1.4,484,14.2,401,11.8,1.21,395,-0.2,147,4.3,195,5.7,623,18.3,14
2015,Providence,2,6,22,75,8.7,0,0,0,0,66.7,2317,70.2,2161,65.5,4.7,808,1830,44.2,742,1762,42.1,161,4.9,520,30.96153846,631,210,33.3,540,761,71,1189,36,1061,32.2,3.9,465,14.1,391,11.8,1.19,430,1.2,154,4.7,238,7.2,607,18.4,8
2015,Purdue,2,9,36,74.1,8.3,0,0,0,0,63.6,2308,69.9,2129,64.5,5.4,801,1768,45.3,724,1807,40.1,191,5.8,571,33.45008757,560,196,35,515,752,68.5,1198,36.3,1049,31.8,4.5,492,14.9,432,13.1,1.14,385,-1.4,176,5.3,180,5.5,624,18.9,15
2015,Robert Morris,2,16,66,47.5,-0.8,0,0,0,0,57.6,2277,69,2235,67.7,1.3,802,1798,44.6,778,1835,42.4,211,6.4,555,38.01801802,664,222,33.4,462,647,71.4,1103,33.4,1180,35.8,-2.3,404,12.2,454,13.8,0.89,482,0.8,97,2.9,282,8.5,612,18.5,10
2015,San Diego St.,3,8,32,72.3,7.6,560,0,251,0,76.5,2101,61.8,1807,53.1,8.6,756,1805,41.9,659,1750,37.7,178,5.2,556,32.01438849,567,172,30.3,411,653,62.9,1197,35.2,1087,32,3.2,360,10.6,386,11.4,0.93,451,1.9,171,5,236,6.9,486,14.3,4
2015,SMU,2,6,21,78.6,10.3,285,485,149,216,81.8,2291,69.4,1972,59.8,9.7,812,1695,47.9,671,1768,38,138,4.2,384,35.9375,803,258,32.1,529,750,70.5,1211,36.7,982,29.8,6.9,512,15.5,417,12.6,1.23,423,0.2,142,4.3,226,6.8,537,16.3,7
2015,St. John's (NY),2,9,33,70.9,7,0,0,0,0,65.6,2279,71.2,2164,67.6,3.6,808,1831,44.1,768,1895,40.5,195,6.1,552,35.32608696,675,221,32.7,468,676,69.2,1133,35.4,1252,39.1,-3.7,402,12.6,342,10.7,1.18,423,2.5,208,6.5,239,7.5,566,17.7,21
2015,Stephen F. Austin,2,12,50,71.1,7.1,0,0,0,0,87.9,2622,79.5,2129,64.5,14.9,894,1819,49.1,712,1627,43.8,257,7.8,666,38.58858859,451,150,33.3,577,786,73.4,1147,34.8,968,29.3,5.4,587,17.8,465,14.1,1.26,570,3.2,119,3.6,252,7.6,716,21.7,8
2015,Texas,2,11,41,77.5,9.8,1061,0,479,0,60.6,2242,67.9,1993,60.4,7.5,779,1787,43.6,686,1862,36.8,206,6.2,607,33.93739703,575,200,34.8,478,659,72.5,1310,39.7,1035,31.4,8.3,435,13.2,420,12.7,1.04,298,-3.7,260,7.9,124,3.8,533,16.2,7
2015,Texas Southern,2,15,61,45.1,-1.6,0,0,0,0,64.7,2318,68.2,2293,67.4,0.7,794,1789,44.4,850,1930,44,180,5.3,562,32.02846975,550,188,34.2,550,831,66.2,1174,34.5,1159,34.1,0.4,370,10.9,445,13.1,0.83,419,-0.8,106,3.1,209,6.1,590,17.4,9
2015,UAB,3,14,57,55.9,1.9,0,0,0,0,55.9,2341,68.9,2301,67.7,1.2,820,1907,43,824,1960,42,187,5.5,563,33.21492007,635,206,32.4,514,694,74.1,1244,36.6,1191,35,1.6,490,14.4,461,13.6,1.06,452,-0.3,176,5.2,225,6.6,599,17.6,8
2015,UC Irvine,2,13,54,62.1,3.9,0,0,0,0,63.6,2240,67.9,2056,62.3,5.6,830,1799,46.1,716,1823,39.3,212,6.4,544,38.97058824,527,179,34,368,539,68.3,1169,35.4,1119,33.9,1.5,470,14.2,382,11.6,1.23,375,-0.2,166,5,189,5.7,568,17.2,6
2015,UCLA,4,11,42,73.5,8.1,0,0,0,0,60.6,2376,72,2245,68,4,849,1927,44.1,779,1866,41.7,205,6.2,564,36.34751773,729,259,35.5,473,700,67.6,1253,38,1124,34.1,3.9,459,13.9,392,11.9,1.17,416,0.7,123,3.7,226,6.8,590,17.9,15
2015,UNI,3,5,20,82.9,12.5,0,979,0,509,90.9,2157,65.4,1792,54.3,11.1,735,1522,48.3,641,1639,39.1,242,7.3,608,39.80263158,625,197,31.5,445,613,72.6,1017,30.8,939,28.5,2.4,394,11.9,346,10.5,1.14,372,0.8,82,2.5,196,5.9,474,14.4,4
2015,Utah,4,5,17,83.8,13,98,455,0,232,75,2307,72.1,1822,56.9,15.2,788,1624,48.5,643,1681,38.3,247,7.7,611,40.42553191,477,152,31.9,484,692,69.9,1117,34.9,953,29.8,5.1,458,14.3,366,11.4,1.25,373,0.2,161,5,190,5.9,534,16.7,6
2015,Valparaiso,2,13,51,67.3,5.7,0,0,0,0,84.8,2304,69.8,1956,59.3,10.5,817,1780,45.9,670,1762,38,224,6.8,593,37.77403035,667,219,32.8,446,658,67.8,1245,37.7,1006,30.5,7.2,431,13.1,413,12.5,1.04,376,-1.4,157,4.8,198,6,544,16.5,9
2015,VCU,2,7,28,78.1,10,574,109,259,0,74.3,2537,72.5,2293,65.5,7,872,2076,42,794,1835,43.3,283,8.1,828,34.17874396,649,223,34.4,510,778,65.6,1240,35.4,1287,36.8,-1.3,442,12.6,373,10.7,1.18,409,0.4,151,4.3,338,9.7,673,19.2,9
2015,Villanova,3,1,2,89.6,17,885,1522,439,747,94.1,2593,76.3,2070,60.9,15.4,861,1833,47,752,1856,40.5,306,9,787,38.88182973,603,186,30.8,565,777,72.7,1170,34.4,1093,32.1,2.3,541,15.9,369,10.9,1.47,341,1.2,137,4,265,7.8,564,16.6,7
2015,Virginia,3,2,5,90,17.4,1090,1333,519,646,90.6,2091,65.3,1622,50.7,14.7,761,1644,46.3,578,1600,36.1,162,5.1,449,36.08017817,584,177,30.3,407,563,72.3,1158,36.2,908,28.4,7.8,413,12.9,304,9.5,1.36,403,0.5,137,4.3,179,5.6,456,14.3,2
2015,West Virginia,4,5,19,78.6,10.3,0,398,0,191,71.9,2366,73.9,2139,66.8,7.1,813,1975,41.2,697,1488,46.8,213,6.7,669,31.83856502,473,173,36.6,527,798,66,1177,36.8,1063,33.2,3.6,465,14.5,418,13.1,1.11,462,0.8,91,2.8,350,10.9,747,23.3,21
2015,Wichita St.,4,7,26,83.2,12.7,1027,737,471,379,87.5,2231,69.7,1786,55.8,13.9,784,1756,44.6,617,1551,39.8,224,7,619,36.18739903,469,161,34.3,439,638,68.8,1138,35.6,970,30.3,5.3,445,13.9,301,9.4,1.48,376,-0.1,122,3.8,225,7,534,16.7,2
2015,Wisconsin,7,1,4,92,19.3,1483,1460,706,730,91.2,2444,71.9,1908,56.1,15.8,860,1793,48,742,1771,41.9,237,7,663,35.74660633,472,170,36,487,638,76.3,1145,33.7,942,27.7,6,432,12.7,252,7.4,1.71,435,1.9,119,3.5,154,4.5,409,12,3
2015,Wofford,2,12,49,64.1,4.6,0,0,0,0,82.4,2278,67,2033,59.8,7.2,800,1745,45.8,715,1715,41.7,215,6.3,572,37.58741259,551,170,30.9,463,672,68.9,1102,32.4,1054,31,1.4,454,13.4,371,10.9,1.22,405,1,86,2.5,223,6.6,574,16.9,4
2015,Wyoming,2,12,47,60.5,3.4,0,0,0,0,73.5,2097,61.7,1903,56,5.7,726,1573,46.2,692,1725,40.1,200,5.9,620,32.25806452,612,210,34.3,445,629,70.7,1025,30.1,1023,30.1,0.1,487,14.3,380,11.2,1.28,440,0.9,99,2.9,189,5.6,464,13.6,7
2015,Xavier,4,6,24,77.7,9.9,0,0,0,0,61.8,2501,73.6,2300,67.6,5.9,885,1870,47.3,814,1862,43.7,214,6.3,613,34.91027732,693,242,34.9,517,713,72.5,1184,34.8,1060,31.2,3.6,557,16.4,411,12.1,1.36,389,-0.5,97,2.9,207,6.1,614,18.1,13
