Year,Name,Performance,Seed,Snake,RPI,SOS,LRPI,OFFQ,DEFQ,ASM,ESPN BPI,ESPN PVA,AP PRE,AP POST,COACH PRE,COACH POST,Win Pct,PPG,OPP PPG,SCR MAR,FG%,OPP FG%,3PG,3FG%,Opp 3FG%,FT%,RPG,OPP RPG,REB MAR,APG,TOPG,AST/TO Ratio,TO Diff,BKPG,STPG,PFPG,DQ
2013,Memphis,3,6,23,0.6225,83,19,8,3.9,11.9,81,11.6,539,424,307,323,88.2,75.9,65.1,10.8,47.9,40.5,6.2,35.29411765,33.5,66.6,37.8,32.9,4.9,17.2,14.6,1.18,0.9,6.3,9,18.1,20
2013,Miami (FL),4,2,5,0.6476,7,12,2.6,9.6,12.3,83.4,12.9,0,1353,0,639,81.8,69.9,60.7,9.2,46,39.9,6.8,36.58536585,32.6,67.7,35.8,32.5,3.2,11.3,10.9,1.03,1,4.5,6.3,14.7,6
2013,Michigan,7,4,13,0.6157,68,16,10.1,3.6,13.7,84.1,13.3,1290,989,605,441,78.8,75.2,62.9,12.2,48.4,41.9,7.5,47.40882917,33,70.7,35.1,32.2,2.9,14.3,9.2,1.55,2.9,2.8,6,13,1
2013,Michigan St.,4,3,11,0.6332,4,8,3.8,8.9,12.7,83.7,13.1,789,1038,391,496,75.8,68.2,59.3,9,46,39.4,5,33.13131313,30.1,71.7,37.3,30.5,6.7,13.3,13.4,0.99,-0.7,3.8,8.1,15.9,3
2013,Middle Tenn.,1,11,50,0.6032,135,44,4,9.4,13.4,74.5,8.6,0,0,0,0,84.8,71.2,57.8,13.5,46.3,39.4,5.4,34.50292398,29.6,69.3,36.8,30.8,6,14.2,13.8,1.03,2.1,3.8,7.1,20.6,8
2013,Minnesota,3,11,41,0.5987,3,34,4.4,6.4,10.8,77.6,10,40,0,0,0,62.5,68.4,61.7,6.8,44.2,39.6,5.2,36.4628821,33.9,68.5,38.8,30.6,8.2,14.8,13.8,1.07,-1,5.7,7.6,17.5,6
2013,Missouri,2,9,33,0.5963,38,20,10.5,2.6,13,79.5,10.8,664,0,289,0,69.7,76.2,66.2,10.1,46,40.1,6.3,28.65013774,32.9,73.9,41.4,31.8,9.6,13.9,13.2,1.05,-1.2,3.5,6.8,16.5,6
2013,Montana,2,13,54,0.5527,257,103,1.4,2.2,3.6,56.4,2.1,0,0,0,0,80.6,71.1,65,6.1,47.4,42.7,6.9,38.39285714,33.3,76.8,31.2,32.4,-1.2,12.9,12.1,1.07,0.2,3,5.9,16.8,11
2013,N.C. A&T,2,16,67,0.4694,322,237,-4.8,2.2,-2.5,39.8,-3.3,0,0,0,0,54.3,62.2,61.1,1.1,39.9,38.2,5.7,35.44973545,31.8,65.8,35.4,36.8,-1.4,11.1,15.1,0.73,0.9,4.6,7.1,19.4,15
2013,New Mexico,2,3,9,0.6627,2,5,3.5,6.8,10.3,84,13.3,0,989,10,465,85.3,67.4,60.4,7.1,42.5,38.8,6.4,44.30894309,34.3,72.2,35.2,33.1,2.1,14.6,11.5,1.27,1.2,3.9,6.1,15.4,12
2013,New Mexico St.,2,13,52,0.5716,126,79,1.7,3.9,5.6,84,13.3,0,0,0,0,70.6,68,62.1,5.9,46.1,39.8,4,25.61669829,33.1,65.6,37.6,31.1,6.4,11.5,14.4,0.8,-2,5.5,5.6,15.1,7
2013,North Carolina,3,8,29,0.6141,8,26,10.3,-0.2,10.1,77.5,9.9,904,51,401,37,70.6,77.2,69.1,8,44.4,42.2,7.5,46.27949183,35,67.2,38.9,36.5,2.4,17.3,12.2,1.42,3.1,3.4,8.2,14.9,5
2013,North Carolina St.,2,8,32,0.5996,39,31,11.2,-1.3,9.9,80.1,11.1,1270,0,581,0,70.6,77.5,70.1,7.5,49.4,41.8,5.3,29.17341977,29.9,68.3,36.8,33.9,2.9,14.6,12.4,1.18,-0.7,4.3,6.6,15.3,11
2013,Northwestern St.,2,14,57,0.5485,214,114,10.2,-6.3,3.9,57.2,2.3,0,0,0,0,74.2,81,71.2,9.9,46.1,42.4,6,31.79487179,32.7,68.6,39.3,38.9,0.4,15.5,14,1.11,3,4.8,9.8,19.4,9
2013,Notre Dame,2,7,27,0.5956,62,15,5.4,4.5,9.8,76.6,9.5,297,198,122,26,73.5,70.4,63.1,7.2,46.3,41.8,6.6,33.03834808,32.2,70.7,36.2,32.1,4.1,17,11.1,1.54,-0.7,3.8,5.1,14.2,10
2013,Ohio St.,5,2,8,0.6312,15,14,6.2,8.5,14.6,84.8,13.8,1292,1243,617,611,78.8,69.2,57.9,11.3,45.4,39.5,6,34.31034483,32,69.3,35.5,31.8,3.7,13.3,10.6,1.26,2.6,4.3,6.8,15.5,4
2013,Oklahoma,2,10,40,0.59,26,51,5.5,2.6,8.1,74.4,8.5,0,0,0,0,64.5,71.1,66.2,4.9,43.6,41.7,5,24.79871176,32.7,76,36.7,34.9,1.9,12.4,11.8,1.05,1.5,2.8,6.5,17.3,7
2013,Oklahoma St.,2,5,17,0.6045,52,23,5.7,5.9,11.6,81.4,11.8,14,595,0,240,75,72.4,62.8,9.5,44,39,5.6,36.32653061,32.2,75,36.4,34.6,1.8,12.1,12.4,0.97,2.3,4.8,7.5,18,8
2013,Ole Miss,3,12,47,0.5865,136,41,11.7,-0.5,11.3,76.9,9.6,0,13,0,10,76.5,77.9,67.3,10.6,43.8,41,6.8,41.47217235,31.3,68.4,38.7,37.7,1.1,12.6,11.4,1.11,4.2,5.1,8.4,16.9,14
2013,Oregon,4,12,43,0.587,125,32,5.6,3.1,8.7,76.9,9.6,0,172,0,66,76.5,71.7,63.6,8.1,44.7,41.2,5,31.14754098,34.3,71,37.4,31.3,6.1,13,14.9,0.87,0.7,4,8.5,17.4,6
2013,Pacific,2,15,60,0.5372,148,108,-0.9,3.2,2.3,59.5,3.1,0,0,0,0,64.7,67.5,63.5,4,45.2,42.1,6.4,42.6035503,34.4,69.4,32.3,32.1,0.2,14.7,11.1,1.33,1.8,1.3,5.6,17.8,10
2013,Pittsburgh,2,8,31,0.5891,82,18,3.6,12.1,15.7,83,12.7,32,293,0,123,75,69.6,55.4,14.2,47.5,39.3,5.1,26.64473684,31.2,66.4,35.3,28.3,7.1,16.5,10.9,1.52,2.6,3.9,6.7,17.1,3
2013,Saint Louis,3,4,15,0.6184,47,17,2.2,9.8,12,80.9,11.6,46,810,58,398,81.8,68.7,58.1,10.6,44.8,41.2,6.2,26.09254499,32.8,70.6,32.8,32.5,0.4,12.9,11.5,1.12,3.8,3.2,7.5,17.4,12
2013,San Diego St.,3,7,26,0.6009,25,37,3.3,6.1,9.4,78.7,10.5,463,0,196,0,68.8,69.2,60.7,8.6,43.8,38.8,5.9,35.8778626,32.4,67.6,36.8,33.4,3.5,12.3,11.9,1.03,0.8,4.6,6.9,14.8,5
2013,South Dakota St.,2,13,53,0.5598,202,100,4.4,0.2,4.6,60.2,3.3,0,0,0,0,73.5,73.9,65.6,8.3,47,44.2,7.8,3746.478873,35.7,76.3,34.7,30.6,4.1,14.5,10.4,1.4,0.8,2.3,5.1,14.2,7
2013,Southern U.,2,16,64,0.4919,346,208,-1.7,4.1,2.4,49.9,0,0,0,0,0,71.9,67.7,57.1,10.6,43.4,36.5,6.8,36.92307692,28.4,69,35.2,35.3,-0.2,11.4,10.9,1.05,2.8,3.9,7.5,17.2,12
2013,St. Mary's (CA),2,11,46,0.6004,100,38,8.6,4.2,12.7,76.5,9.5,0,0,11,63,81.8,75.5,63.5,12,47.4,41.9,7.9,55.15789474,37.5,72.6,37.1,28.4,8.7,14.7,12,1.22,-0.3,3,6.3,17.5,10
2013,Syracuse,6,4,16,0.6249,5,6,7.4,7.7,15,83.5,13,1062,626,502,263,74.3,71.3,60.1,11.3,44,37.7,6.1,3261.538462,29.8,67.5,38.7,34.6,4.1,14.5,12.6,1.15,2.8,6.2,8.9,16.2,12
2013,Temple,3,9,34,0.5901,63,28,5.5,1.1,6.6,71.5,7.4,0,0,0,0,71.9,72.8,68.1,4.7,43,43.4,7.3,3584.615385,35.5,72.5,34.4,35.9,-1.4,14.9,11,1.36,2.7,3.7,8,16.4,5
2013,UCLA,2,6,24,0.6041,18,21,9.5,-1,8.6,77.7,10,840,189,396,0,73.5,74.7,68.9,5.8,45.5,42.2,4.9,28.02013423,31.9,72.2,36.3,38.1,-1.9,16.1,11.1,1.46,3.1,3.7,8.2,14.9,6
2013,UNLV,2,5,18,0.6126,21,25,5.5,4,9.5,78.8,10.5,488,38,203,3,73.5,71.6,63,8.6,43.9,38.8,6.5,45.3798768,31,70.5,40.1,33.5,6.6,16.2,14,1.16,-0.9,5.8,7.4,16.9,9
2013,Valparaiso,2,14,56,0.5678,182,54,5.2,2.7,7.9,70.1,6.8,0,0,0,0,78.8,71.7,62.2,9.5,48.9,41.4,7.5,4641.509434,33.6,73.2,32.9,28.5,4.4,13.8,14.5,0.95,-0.6,3.3,6.7,17.4,13
2013,VCU,3,5,20,0.6084,33,36,10,4.3,14.3,80.2,11.2,58,163,40,97,76.5,77.3,64.8,12.5,44.9,44.4,7.9,4285.714286,33.6,70.1,34.8,34.8,0.1,14.7,11.8,1.24,0.1,3.1,11.8,19.9,3
2013,Villanova,2,9,38,0.5772,22,73,3.8,2.2,6,70.6,7,0,0,0,0,60.6,67.8,64.7,3,41.5,40.2,6.1,3921.568627,36.6,72,36.3,33.2,3,12.3,15.7,0.79,1.8,3.4,7.7,19.1,14
2013,Western Ky.,2,16,63,0.5096,179,128,-0.9,1.3,0.4,50.6,0.2,0,0,0,0,57.1,67.2,65.7,1.5,43.1,42.2,6.4,3013.513514,32.7,67.4,36.2,33,3.2,11.2,15.1,0.74,-1.8,3.3,6.1,19.1,12
2013,Wichita St.,6,9,35,0.593,102,46,3.2,7.3,10.5,79.2,10.7,0,5,0,0,76.5,69.4,60.7,8.7,44.3,40,6.6,3929.824561,33,68.8,38.4,30,8.4,13.8,12.8,1.08,-2.4,4.5,7.5,17.7,7
2013,Wisconsin,2,5,19,0.5997,13,11,1.5,11.7,13.2,79.2,10.7,285,528,191,276,67.6,65.5,55.9,9.6,42.5,39.4,7.4,38.23975721,29.2,63.3,36.7,32.9,3.7,13.4,9.7,1.37,1.3,4.3,5.7,14,7
2014,Albany (NY),2,16,66,0.4898,287,204,-3.3,3.7,0.4,47.4,-0.8,0,0,0,0,56.3,66,63.8,2.2,43.9,41.9,4.9,36.42691415,35.2,74.8,34.6,31.5,3,11.1,12.6,0.88,-0.7,3.1,5.5,17.3,18
2014,American,2,15,62,0.5197,234,142,-5.1,9.3,4.2,55.4,1.7,0,0,0,0,62.5,63.9,58.6,5.3,49.5,41.1,6.3,38.22975518,31.3,71,30.1,29.1,1,15.1,14,1.08,-1.8,3.4,6,17.2,8
2014,Arizona,5,1,2,0.6664,5,1,4.1,14.4,18.5,91.1,18.9,1311,1422,637,679,88.2,73.1,58.1,14.9,46.8,38.1,5.3,35.64356436,31.4,65.5,38.9,30.4,8.4,15.1,10.4,1.45,2,4.2,5.9,16.4,9
2014,Arizona St.,2,10,40,0.581,58,43,6.1,2.5,8.6,74.8,8.8,11,0,2,0,65.6,75,68.9,6.2,45,41.5,8.1,38.63298663,32.4,69.4,35.6,38.2,-2.5,14.2,11.5,1.24,0.6,5.7,5.2,19.3,13
2014,Baylor,4,6,24,0.5987,10,20,2.9,6,8.9,76.2,9.4,180,148,102,0,68.6,75.2,68.4,6.8,45.5,42.4,7.6,39.02798233,36.3,67.3,38.7,31.8,6.9,15,11.8,1.27,-1.4,5.6,5.2,17.3,7
2014,BYU,2,10,39,0.5961,17,40,13.5,-4.6,8.9,73.1,8.1,0,0,0,0,67.6,84.2,77,7.2,46.7,42.8,5.1,35.90814196,34.2,69,41.2,35.8,5.4,15.6,11.4,1.37,1.4,3,7.3,19.6,16
2014,Cal Poly,2,16,68,0.4783,124,196,-9.3,7.3,-2,47.4,-0.8,0,0,0,0,40.6,63.2,63.4,-0.2,41,43.1,6.5,33.87888707,34,69.3,32.3,33.7,-1.3,11.7,9,1.3,2.2,2.8,5.8,18.3,4
2014,Cincinnati,2,5,17,0.6123,74,12,-0.5,12.7,12.2,80.4,11.4,0,720,0,390,81.8,68.7,58.3,10.4,42.7,39.4,5.8,33.5078534,31.9,70.9,36.1,31.7,4.4,12.7,11.1,1.15,3.2,5.5,7.9,17.5,10
2014,Coastal Caro.,2,16,63,0.4854,291,187,-3.4,2.5,-0.9,47.4,-0.8,0,0,0,0,63.6,72.7,68.4,4.3,43.8,40,6.2,33.33333333,31.8,69.4,39.6,34.8,4.9,10.6,14.1,0.75,-1,2.8,6.4,19.7,18
2014,Colorado,2,8,32,0.5964,13,47,1.6,4.7,6.4,71.5,7.5,83,0,93,0,67.6,70.9,67.9,2.9,43.7,42.9,5.2,32.00723327,35.7,71.6,37.5,31.3,6.2,11.5,13.2,0.87,-0.9,3.4,6,16.6,7
2014,Creighton,3,3,11,0.628,30,11,10.5,3.5,14,81.5,12,145,658,87,333,78.8,79.5,67.4,12.1,49.9,42.2,10.4,42.1182266,33.6,75.2,34.4,31.6,2.7,17.7,9.9,1.78,-0.1,1.4,4.1,17.6,6
2014,Dayton,5,11,41,0.5824,52,54,3.9,3.3,7.3,74.9,8.9,0,0,0,0,69.7,73.4,67.6,5.8,46.6,43.9,6.6,37.80487805,34.3,68.1,35.3,31.1,4.2,13.1,12,1.09,0.6,2.6,5.8,20.1,7
2014,Delaware,2,13,54,0.5591,218,92,10.1,-6.1,4,62.1,4,0,0,0,0,73.5,79.5,75.1,4.4,44.6,44,7.2,34.51202263,32.1,70.9,36.5,38.9,-2.4,10.9,9.6,1.13,2.3,3.6,6,18.9,16
2014,Duke,2,3,9,0.6346,6,10,12.2,3.2,15.4,83.7,13.3,1435,1121,710,609,76.5,79.1,66.9,12.2,46.6,45.4,8.9,39.06666667,30.2,72.7,34.5,32.5,2,14.6,9.6,1.52,2.8,3.1,7,19.1,12
2014,Eastern Ky.,2,15,59,0.5367,103,119,3.5,0,3.5,56.8,2.2,0,0,0,0,72.7,79,70.6,8.4,49,48.2,9.2,39.04639175,35.8,75.1,26.2,32.3,-6.1,14.7,10.7,1.38,6.3,2,8.8,20.8,20
2014,Florida,6,1,1,0.6701,22,2,2.6,13.1,15.7,90.1,17.9,1048,1610,550,794,94.1,70.7,57.9,12.8,46.2,39.9,6.9,36.80884676,33.3,66.1,35.7,30.9,4.8,13.4,11.3,1.18,2.6,2.9,7.2,16.2,8
2014,George Washington,2,9,34,0.6012,80,22,3.8,4.1,7.9,75.5,9.1,0,0,0,0,75,73.4,66.9,6.5,46.4,41.4,5.8,36.85258964,31.4,65.4,37.4,33.7,3.7,14.2,13.1,1.08,0.4,4.2,7.1,18.1,10
2014,Gonzaga,3,8,30,0.6114,100,30,4.1,8.4,12.5,79.7,11.1,538,83,270,50,82.4,76.9,65,11.9,49.8,39.4,7.1,39.408867,31.8,71,35.7,32.6,3.1,14.7,11.3,1.3,0.6,4,6.7,18.1,11
2014,Harvard,3,12,49,0.5782,244,60,4.5,6.5,10.9,76.5,9.6,46,30,28,2,86.7,73.6,60.5,13.1,46.7,40.7,5.7,38.65168539,32,72.6,34.2,31.2,3,14.5,11.4,1.27,3.2,5,7.8,17.8,11
2014,Iowa,1,11,45,0.5705,44,31,13.8,-1,12.8,80,11.2,83,0,86,0,62.5,82,70.1,11.9,46.5,41.4,5.8,35.28301887,32,73.3,40.7,33.3,7.4,16.2,11.4,1.42,2.1,5.1,7.3,18,11
2014,Iowa St.,4,3,12,0.6344,29,13,12.8,-0.7,12.1,83.8,13.3,0,1055,0,492,78.8,82.9,73.9,9,47.1,41.4,8.3,35.08322663,33.6,69.4,38.8,37.5,1.3,18.5,10.5,1.76,1.3,2.9,6,17.4,15
2014,Kansas,3,2,7,0.656,1,3,10.1,4,14.1,86.7,15.2,1357,1045,623,487,72.7,79.6,70.5,9.2,49.5,41.6,5.6,34.52157598,35.9,71.1,38.1,30.8,7.3,15.1,13.2,1.15,-1.9,5.7,5.8,21.1,10
2014,Kansas St.,2,9,33,0.5745,39,48,-1.5,8.2,6.7,73.1,81,0,0,0,0,62.5,69.7,65.7,4,43.6,40.8,6,33.44887348,29.4,65.8,36,34.7,1.3,15.5,12.3,1.26,0.2,3,6.2,21.7,14
2014,Kentucky,7,8,29,0.6173,2,18,7.4,5.9,13.2,85.5,14.4,1546,77,767,103,70.6,75.9,66.6,9.3,45.1,40.3,5.1,32.51879699,31.7,68.2,41.1,31.4,9.8,11.5,12.2,0.94,-1.2,6.2,4.8,19,12
2014,La.-Lafayette,2,14,57,0.5429,175,105,8.5,-4.6,3.8,57.9,2.6,0,0,0,0,67.6,81.4,75.1,6.3,46.7,44.4,7.1,37.0030581,33.2,67.1,38.2,34.7,3.5,13.6,13.6,1,0.4,4.1,7.3,21.1,16
2014,Louisville,4,4,13,0.6125,96,23,12.1,9.5,21.6,88.3,16.4,1501,1412,741,717,85.3,82.1,60.9,21.2,47.4,39.4,8.1,37.12737127,29.1,65.9,37.9,34.9,3,15.7,10.3,1.52,7.1,4.6,10.1,19.5,12
2014,Manhattan,2,13,51,0.564,207,89,4.9,1.4,6.4,67.5,5.9,0,0,0,0,78.1,77.4,70,7.4,45.1,41,6.4,36.6726297,32.7,66.2,37.6,36.2,1.4,13.2,14.2,0.93,1.6,6.1,8.3,24.1,16
2014,Massachusetts,2,6,23,0.6116,48,29,7.5,-0.1,7.4,76.4,9.5,0,0,0,0,75,76.1,70.8,5.3,46,42.1,5.4,34.73053892,31.3,68.2,38.6,35.5,3.1,15.2,13.5,1.12,0,5.5,6.8,19.6,16
2014,Memphis,3,8,31,0.5952,33,27,7.1,2.8,9.9,74.4,8.7,741,101,334,61,71.9,77.6,70.4,7.2,47.9,43.4,5.4,33.4622824,30.8,64.9,37.6,35,2.7,17.4,13.5,1.29,0.8,4.8,8.7,18.1,13
2014,Mercer,3,14,56,0.5504,233,98,4.3,3.4,7.6,62.3,4.1,0,0,0,0,76.5,79.3,66.4,12.9,47.5,40,8.1,38.41886269,29.9,73.2,38,32.8,5.2,16.4,11.9,1.38,-0.5,4.2,6,18.5,14
2014,Michigan,5,2,6,0.6276,9,5,6.9,5.7,12.6,81.8,12.2,1120,1162,548,563,75.8,74.4,65.4,9,47.6,44.5,8.5,39.38115331,32.1,76.1,31.8,31,0.8,14.2,9.4,1.51,0.8,2.5,5.1,14.5,6
2014,Michigan St.,5,4,14,0.6156,27,17,7.7,5.8,13.5,85.1,14.2,1543,950,749,394,76.5,75.9,65.3,10.6,47.5,40,8.1,39.14285714,33.2,69.3,37.1,32,5.1,17,11.4,1.49,1.9,4.8,6.9,18.9,7
2014,Milwaukee,2,15,60,0.5171,230,169,0.4,-1.5,-1.2,53,1,0,0,0,0,61.8,70.9,70.5,0.5,43.3,43.6,7,32.73972603,31.5,73.4,33.7,35.1,-1.5,13.6,13.4,1.01,0.4,2.4,5.8,18.1,14
2014,Mt. St. Mary's,1,16,65,0.4851,243,212,4.8,-8,-3.2,40.1,-3.2,0,0,0,0,50,76.3,78,-1.7,44.1,49.3,8.9,35.6336261,33.6,74.1,32.2,36.4,-4.2,11.8,12,0.98,-1,3.1,7.2,18.8,11
2014,N.C. Central,2,14,58,0.5351,343,123,1.7,7,8.7,62,4,0,0,0,0,84.8,73.9,58.5,15.4,46.2,37.3,5.4,33.83742911,29.5,72.7,35.5,31.7,3.8,14.7,11.6,1.27,0.7,4,7.8,19.6,25
2014,Nebraska,2,11,42,0.5775,32,33,0.5,4.9,5.4,70,6.9,0,0,0,0,61.3,67,64.9,2.1,42.7,42,5.9,33.88581952,31.9,71.9,33.4,35,-1.6,9.6,10.9,0.88,0.3,3,6.9,20.3,16
2014,New Mexico,2,7,28,0.6187,45,15,6.4,4.4,10.8,79.5,11,213,623,153,314,81.8,74.6,66.4,8.3,46,38.9,5.8,33.74125874,34.4,72.7,38.2,32.8,5.4,15.5,10.6,1.46,-1.7,5.2,4.8,16.9,9
2014,New Mexico St.,2,13,53,0.5565,197,91,5.9,2.3,8.2,66.1,5.4,0,0,0,0,74.3,77.2,66.9,10.3,49.1,40.1,5.4,37.27810651,32.8,68.8,37.3,32.3,5,13.2,12.7,1.04,-1.8,6.3,4.7,16.9,13
2014,North Carolina,3,6,21,0.6061,15,14,8.7,2.1,10.8,79.4,10.9,954,424,494,239,71.9,76.3,69.1,7.3,46.3,41.1,4.2,33.5839599,31.3,62.5,39.8,34.9,4.9,15.6,12,1.29,1.1,4.8,7.3,20.3,21
2014,North Carolina St.,2,12,47,0.5707,23,37,4.6,-0.1,4.5,70.2,7,0,0,0,0,61.8,70.8,69.5,1.3,45.9,42.4,4.5,30.27888446,32,66.1,34.3,35.1,-0.8,12.9,10.4,1.24,3.5,4,4.8,18.7,11
2014,North Dakota St.,3,12,48,0.5928,118,65,4.9,2.6,7.5,69,6.5,0,0,0,0,80.6,76.4,65.4,11,50.9,42.5,5.4,36.68122271,36.6,74.7,32.8,28.1,4.6,11.8,9.8,1.2,-4.2,4.4,6.5,17.8,13
2014,Ohio St.,2,6,22,0.6079,14,24,1.7,11.4,13.1,82.8,12.7,1036,167,533,91,73.5,69.8,59.8,10,44.9,40.5,5.8,32.56198347,29.4,68.9,34.1,33.8,0.3,12,11.2,1.08,1.4,4.5,7.6,16.5,8
2014,Oklahoma,2,5,20,0.6041,19,35,12.2,-2.5,9.6,79.2,10.8,0,265,0,127,71.9,82.2,75.9,6.3,45.1,43.5,8.5,37.81163435,34,75,37.7,36.3,1.4,14.7,11.4,1.28,3.8,3.3,6.8,19,9
2014,Oklahoma St.,2,9,35,0.5804,43,49,9.8,3.6,13.4,81.8,12.2,1093,0,462,0,63.6,80.3,69.1,11.2,46.5,40.7,7.2,36.8174727,32.2,72.4,35.2,37.1,-1.9,13.6,10.4,1.31,-0.6,4.8,7.6,19.6,19
2014,Oregon,3,7,27,0.604,18,28,11.8,-1.4,10.4,81.6,12.1,408,0,175,0,71.9,81.8,74,7.8,46.8,44.2,7.8,39.21259843,32.3,76.6,34.3,33,1.3,14.4,11.7,1.24,-3.1,3.4,7.9,21.3,9
2014,Pittsburgh,3,9,36,0.5875,66,25,5.7,6.5,12.1,83.4,13.1,6,0,23,0,73.5,72.5,62.4,10.1,46.1,41.3,5.1,35.64154786,33.1,71.1,36.1,29.8,6.3,15.6,10.6,1.48,-0.3,3,7,17.5,9
2014,Providence,2,11,43,0.5822,75,42,4.3,2,6.3,73.4,8.2,0,0,0,0,67.6,73.2,69.5,3.7,42.5,44.2,6.3,34.96732026,32.9,78.1,36.8,33,3.8,13.6,11.6,1.17,-0.7,4.9,5.6,17.3,23
2014,Saint Joseph's,2,10,38,0.5944,60,56,2.2,4,6.2,72.6,7.9,0,14,0,10,72.7,71.3,66.9,4.3,46.9,41.8,7.4,38.02816901,33.7,64.1,35.9,33,2.9,14.1,12.3,1.14,1.6,4.6,4.5,15.8,11
2014,Saint Louis,3,5,18,0.6057,68,32,1.2,8.7,9.9,77.9,10.2,0,131,0,107,81.3,70,61.2,8.8,44.3,39.9,5.7,31.86619718,28.4,70.8,36.3,34.4,1.8,14.3,12.6,1.13,-0.4,4.2,7.4,17.3,11
2014,San Diego,4,4,16,0.5043,115,184,-5.5,6,0.5,54.6,1.5,0,890,0,482,50,66.8,64.7,2.1,44.5,42.6,6.4,37.47714808,33.4,69.1,33.2,32.8,0.4,11.2,11.8,0.94,4.1,3.8,5.8,18.5,7
2014,Stanford,4,10,37,0.5835,21,45,4.4,3.5,7.9,76.1,9.4,0,0,0,0,63.6,73.5,68.6,4.9,46.4,42.3,5.9,37.07224335,35.5,70.3,34.8,32.9,1.9,11.8,11.2,1.05,5.2,4.2,5.1,18.1,17
2014,Stephen F. Austin,3,12,50,0.5688,325,88,1.5,7.8,9.3,67.1,5.8,0,46,0,13,93.9,76.5,62.6,13.8,46.4,45,7.1,34.81481481,34.3,70.8,33.8,29.1,4.7,16.6,11.2,1.49,-0.2,3.1,7.6,20.9,7
2014,Syracuse,3,3,10,0.6204,76,8,0.6,10.2,10.8,84,13.4,1093,757,551,399,84.4,68.2,59.5,8.7,43.7,41.2,5,33.47280335,34.6,70.3,35.3,31.6,3.6,11.9,8.9,1.34,0.8,4.9,8,15.9,9
2014,Tennessee,4,11,44,0.5835,11,38,2.9,8.9,11.8,80,11.3,176,0,73,0,63.6,71.3,61.1,10.3,44.7,40.8,5.7,33.57015986,34.1,71,38.8,30.3,8.5,12.6,10.7,1.18,-1.2,4.8,5.2,17.1,11
2014,Texas,3,7,25,0.5918,65,39,3.1,3.7,6.8,73,8.1,0,13,0,15,69.7,74.1,70,4.1,43.1,39.8,5.1,32.43761996,34.2,66.4,41.8,34.6,7.2,12.8,12.4,1.03,2,6,5.8,19.1,10
2014,Texas Southern,1,16,67,0.4613,347,270,3.2,-6.1,-2.9,36.7,-4.4,0,0,0,0,57.6,76.2,73.7,2.5,46.2,44.8,6.5,36.10169492,35.9,71.6,36.9,33.7,3.2,14.1,13.4,1.05,-1.4,3.7,4.6,16.3,24
2014,Tulsa,2,13,52,0.5589,90,93,3.5,2.7,6.2,64.4,4.8,0,0,0,0,63.6,73.1,67.4,5.7,44.2,40.3,5.8,32.53424658,35.3,67.5,36.3,35.7,0.6,12.5,11.5,1.09,-1.9,3.8,7,21.4,23
2014,UCLA,4,4,15,0.6201,16,19,11.8,1.8,13.6,83.2,13,244,413,121,101,76.5,81.8,70.8,11.1,49,42.9,6.4,39.0990991,34.6,74.9,35.6,33.4,2.2,17.2,10.5,1.63,1.2,2.9,9.4,17.7,13
2014,UConn,8,7,26,0.6087,34,26,2.8,9,11.8,82.3,12.5,448,503,167,215,76.5,71.9,63.1,8.7,44.8,38.7,7.1,38.72,32.9,76.1,35.4,34.9,0.5,12.6,11.7,1.08,0.4,6.2,7,18.3,13
2014,VCU,2,5,19,0.622,28,21,6.7,5.5,12.1,82.3,12.5,680,140,258,63,76.5,75,64.9,10.1,41.9,43,7.4,34.85477178,30.1,67.4,37.9,36.7,1.1,13.1,12.3,1.07,0.8,4.3,11.2,19.6,5
2014,Villanova,3,2,5,0.6406,51,7,8.2,6,14.2,85,14.1,14,1231,4,604,87.5,78.5,66.6,11.9,45.9,40.8,9,36.07990012,35.4,71.3,37.1,33.3,3.8,15.6,11.8,1.32,1.2,4,6.9,19.7,14
2014,Virginia,4,1,4,0.6333,26,4,-0.9,14.9,14,86.9,15.3,189,1430,103,696,82.4,65.9,55.3,10.6,45.2,38.5,5.5,36.45224172,31.9,66.3,35.6,29.3,6.2,13.1,10.2,1.28,-4.3,4,5.3,16.1,1
2014,Weber St.,2,16,64,0.5069,262,160,-0.2,2,1.8,51.8,0.6,0,0,0,0,63.3,73.2,66.4,6.7,48.1,42.4,7.2,39.16211293,32.6,73.7,34.4,31.1,3.4,13.3,12.4,1.08,3.2,4,4.1,18,7
2014,Western Mich.,2,14,55,0.5591,174,76,2.2,0.7,1.2,57.3,2.4,0,0,0,0,71.9,72.5,67.4,5.1,46.6,40.8,6,33.2173913,30.7,72.4,34.9,32.6,2.4,11.4,14.1,0.81,1.9,3.4,5.9,18.3,6
2014,Wichita St.,3,1,3,0.6437,111,9,6.1,9.4,15.5,88.2,16.3,512,1571,233,774,100,75.5,59.6,15.9,45.9,39.2,6.9,34.82142857,31,73,38.6,30.8,7.8,13.5,10.4,1.3,0,5.1,7,16.9,3
2014,Wisconsin,6,2,8,0.6382,3,6,6.5,6.5,13,85.8,14.6,338,892,148,387,78.8,73.5,64.6,9,45.8,43.2,7.8,37.31778426,34.3,74.4,33.2,32.1,1.1,12.1,8.1,1.5,2.2,3.5,5,14.9,4
